nflId,height,weight,birthDate,collegeName,position,displayName,corrected_birthDate,Age
43356,6-2,308,1995-04-08,Nebraska,DT,Maliek Collins,1995-04-08,29
43358,6-2,246,1995-03-31,Maryland,DE,Yannick Ngakoue,1995-03-31,29
43361,6-3,296,1993-10-22,Florida,DE,Jonathan Bullard,1993-10-22,31
43362,6-1,211,1994-01-26,Alabama,RB,Kenyan Drake,1994-01-26,30
43366,6-1,215,1995-02-22,West Virginia,FS,Daryl Worley,1995-02-22,29
43367,6-5,308,1992-11-18,North Carolina State,G,Joe Thuney,1992-11-18,32
43368,6-4,303,1993-10-29,Oregon State,G,Isaac Seumalo,1993-10-29,31
43370,6-4,254,1994-10-29,Stanford,TE,Austin Hooper,1994-10-29,30
43373,5-11,198,1995-02-13,Virginia Tech,CB,Kendall Fuller,1995-02-13,29
43376,6-2,235,1993-08-20,Utah State,ILB,Nick Vigil,1993-08-20,31
43378,6-2,305,1993-02-07,South Carolina State,DT,Javon Hargrave,1993-02-07,31
43380,6-4,235,1992-12-11,North Carolina State,QB,Jacoby Brissett,1992-12-11,32
43383,6-6,261,1993-03-06,Ohio State,TE,Nick Vannett,1993-03-06,31
43384,6-6,310,1992-08-19,Michigan,G,Graham Glasgow,1992-08-19,32
43387,6-2,202,1993-11-19,Boston College,FS,Justin Simmons,1993-11-19,31
43388,6-1,245,1993-11-06,Wisconsin,ILB,Joe Schobert,1993-11-06,31
43395,5-11,199,1994-01-07,Minnesota,FS,Eric Murray,1994-01-07,30
43396,6-1,200,1993-06-16,Cincinnati,WR,Chris Moore,1993-06-16,31
43399,6-6,257,1993-01-01,Western Kentucky,TE,Tyler Higbee,1993-01-01,31
43400,6-2,222,1993-05-10,Southern Utah,SS,Miles Killebrew,1993-05-10,31
43404,6-4,232,1993-07-01,Minnesota,ILB,De'Vondre Campbell,1993-07-01,31
43405,6-3,305,1994-11-02,Texas,DT,Hassan Ridgeway,1994-11-02,30
43407,6-0,212,1993-08-04,North Carolina State,SS,Juston Burris,1993-08-04,31
43409,6-4,300,1992-11-13,"Manitoba, Can.",DT,David Onyemata,1992-11-13,32
43411,6-1,328,1995-03-06,Baylor,DT,Andrew Billings,1995-03-06,29
43413,6-0,200,1993-08-14,Miami,SS,Deon Bush,1993-08-14,31
43415,6-1,203,1994-09-21,Florida,WR,Demarcus Robinson,1994-09-21,30
43420,6-2,237,1994-01-09,Stanford,ILB,Blake Martinez,1994-01-09,30
43424,6-2,238,1993-07-29,Mississippi State,QB,Dak Prescott,1993-07-29,31
43426,6-6,296,1994-06-09,Northwestern,DE,Dean Lowry,1994-06-09,30
43433,6-4,306,1993-04-27,Missouri,C,Connor McGovern,1993-04-27,31
43435,6-3,261,1992-08-15,Grand Valley State,OLB,Matt Judon,1992-08-15,32
43436,6-4,291,1993-03-31,Maryland,DE,Quinton Jefferson,1993-03-31,31
43439,6-0,224,1994-11-02,Indiana,RB,Jordan Howard,1994-11-02,30
43441,6-3,310,1994-01-11,Temple,DT,Matt Ioannidis,1994-01-11,30
43444,6-6,298,1993-03-11,North Dakota State,T,Joe Haeg,1993-03-11,31
43445,6-0,217,1994-02-02,Arkansas,RB,Jonathan Williams,1994-02-02,30
43447,6-5,324,1992-02-06,South Carolina,T,Brandon Shell,1992-02-06,32
43454,5-10,185,1994-03-01,West Alabama,WR,Tyreek Hill,1994-03-01,30
43455,6-3,347,1994-07-01,Clemson,NT,D.J. Reader,1994-07-01,30
43461,6-1,198,1994-10-07,Colorado State,WR,Rashard Higgins,1994-10-07,30
43474,6-0,202,1993-04-13,William &amp; Mary,FS,DeAndre Houston-Carson,1993-04-13,31
43478,5-11,196,1993-12-15,Purdue,CB,Anthony Brown,1993-12-15,31
43484,6-5,314,1993-09-11,San Jose State,G,Wes Schweitzer,1993-09-11,31
43487,6-2,234,1992-11-07,Wisconsin,FB,Derek Watt,1992-11-07,32
43490,6-2,209,1992-09-05,Arkansas,QB,Brandon Allen,1992-09-05,32
43495,6-1,189,1994-08-16,Southern Mississippi,WR,Mike Thomas,1994-08-16,30
43496,6-4,235,1993-04-23,Louisiana Tech,QB,Jeff Driskel,1993-04-23,31
43497,6-2,230,1994-05-16,Eastern Illinois,ILB,Kamu Grugier-Hill,1994-05-16,30
43503,6-0,238,1994-04-22,Houston,ILB,Elandon Roberts,1994-04-22,30
43508,6-1,194,1994-07-29,Arizona,FS,Will Parks,1994-07-29,30
43510,6-4,305,1993-03-15,Illinois,C,Ted Karras,1993-03-15,31
43522,6-0,191,1994-04-06,Louisiana State,CB,Jalen Mills,1994-04-06,30
43525,6-1,223,1994-04-24,Washington,RB,Dwayne Washington,1994-04-24,30
43533,6-4,215,1994-02-11,Clemson,FS,Jayron Kearse,1994-02-11,30
43534,6-0,205,1993-06-02,Illinois,SS,Clayton Fejedelem,1993-06-02,31
43537,6-3,300,1992-06-16,Iowa,C,Austin Blythe,1992-06-16,32
43584,5-8,182,1994-08-08,Holy Cross,WR,Kalif Raymond,1994-08-08,30
43586,6-5,322,1992-07-19,Western Kentucky,T,George Fant,1992-07-19,32
43616,5-11,209,1992-07-15,Notre Dame,FS,Matthias Farley,1992-07-15,32
43641,5-9,184,1994-03-09,Mississippi,CB,Mike Hilton,1994-03-09,30
43694,6-0,340,1992-11-06,Samford,NT,Michael Pierce,1992-11-06,32
43700,5-10,190,1993-09-20,Auburn,CB,Jonathan Jones,1993-09-20,31
43722,5-10,195,1993-08-15,Arkansas State,RB,J.D. McKissic,1993-08-15,31
43757,5-11,202,1992-10-28,Connecticut,SS,Andrew Adams,1992-10-28,32
43780,6-3,294,1993-09-16,Florida Atlantic,DT,Brandin Bryant,1993-09-16,31
43787,6-5,294,1993-07-23,Texas-El Paso,DT,Roy Robertson-Harris,1993-07-23,31
43791,6-3,275,1994-09-12,Colorado State-Pueblo,DT,Morgan Fox,1994-09-12,30
43797,6-3,228,1993-11-18,Washington,OLB,Cory Littleton,1993-11-18,31
43808,6-3,190,1993-05-09,Temple,WR,Robbie Chosen,1993-05-09,31
43821,6-4,299,1992-09-10,UCLA,C,Jake Brendel,1992-09-10,32
43845,6-3,230,1993-01-30,California,TE,Stephen Anderson,1993-01-30,31
43938,6-1,318,1993-01-03,Southern California,DT,Antwaun Woods,1993-01-03,31
43971,5-11,235,1993-07-22,"Augustana, S.D.",FB,C.J. Ham,1993-07-22,31
43986,6-0,190,1993-01-24,South Carolina State,CB,Antonio Hamilton,1993-01-24,31
44003,6-1,207,1994-08-05,Texas,WR,Marcus Johnson,1994-08-05,30
44009,6-3,240,1993-08-28,Pittsburgh,TE,J.P. Holtz,1993-08-28,31
44068,6-3,313,1993-07-30,Duke,C,Lucas Patrick,1993-07-30,31
44174,6-1,236,1993-02-22,Texas Tech,ILB,Sam Eguavoen,1993-02-22,31
44792,6-5,267,1993-09-19,Virginia Commonwealth,TE,Mo Alie-Cox,1993-09-19,31
44813,6-4,272,1995-12-29,Texas A&amp;M,DE,Myles Garrett,1995-12-29,29
44814,6-2,215,1994-08-20,North Carolina,QB,Mitchell Trubisky,1994-08-20,30
44815,6-2,280,1995-08-26,Stanford,DT,Solomon Thomas,1995-08-26,29
44816,6-0,228,1995-01-18,Louisiana State,RB,Leonard Fournette,1995-01-18,29
44817,6-3,209,1995-01-11,Western Michigan,WR,Corey Davis,1995-01-11,29
44818,6-1,213,1995-10-17,Louisiana State,SS,Jamal Adams,1995-10-17,29
44819,6-4,218,1994-10-04,Clemson,WR,Mike Williams,1994-10-04,30
44820,5-11,205,1996-06-07,Stanford,RB,Christian McCaffrey,1996-06-07,28
44822,6-3,230,1995-09-17,Texas Tech,QB,Patrick Mahomes,1995-09-17,29
44823,6-0,192,1996-05-20,Ohio State,CB,Marshon Lattimore,1996-05-20,28
44825,6-1,235,1994-09-22,Temple,OLB,Haason Reddick,1994-09-22,30
44826,6-3,259,1996-06-25,Tennessee,DE,Derek Barnett,1996-06-25,28
44827,6-1,212,1996-04-02,Ohio State,FS,Malik Hooker,1996-04-02,28
44828,6-0,197,1996-07-08,Alabama,CB,Marlon Humphrey,1996-07-08,28
44829,6-3,300,1995-01-16,Alabama,DT,Jonathan Allen,1995-01-16,29
44830,5-11,185,1995-09-18,Southern California,CB,Adoree' Jackson,1995-09-18,29
44831,6-6,250,1994-11-18,Alabama,TE,O.J. Howard,1994-11-18,30
44832,6-5,300,1992-05-27,Utah,T,Garett Bolles,1992-05-27,32
44834,6-3,250,1995-03-06,Missouri,DE,Charles Harris,1995-03-06,29
44835,6-3,240,1994-09-02,Mississippi,TE,Evan Engram,1994-09-02,30
44837,5-11,213,1995-10-04,Michigan,SS,Jabrill Peppers,1995-10-04,29
44838,6-2,265,1995-11-02,UCLA,DE,Takkarist McKinley,1995-11-02,29
44841,6-4,246,1996-07-10,Miami,TE,David Njoku,1996-07-10,28
44842,6-4,252,1994-10-11,Wisconsin,OLB,T.J. Watt,1994-10-11,30
44844,6-6,314,1994-04-22,Wisconsin,T,Ryan Ramczyk,1994-04-22,30
44846,6-6,320,1995-10-09,Alabama,T,Cam Robinson,1995-10-09,29
44848,5-10,195,1996-01-10,Washington,SS,Budda Baker,1996-01-10,28
44849,6-2,200,1995-03-30,East Carolina,WR,Zay Jones,1995-03-30,29
44851,6-0,207,1993-03-09,Florida,FS,Marcus Maye,1993-03-09,31
44852,5-11,195,1996-08-11,Ohio State,WR,Curtis Samuel,1996-08-11,28
44853,5-10,210,1995-08-10,Florida State,RB,Dalvin Cook,1995-08-10,29
44854,6-1,195,1996-09-08,Utah,FS,Marcus Williams,1996-09-08,28
44855,6-0,181,1996-05-21,Washington,CB,Sidney Jones,1996-05-21,28
44856,6-3,240,1994-06-25,South Alabama,TE,Gerald Everett,1994-06-25,30
44858,6-2,193,1996-08-16,Florida,CB,Quincy Wilson,1996-08-16,28
44859,6-3,240,1995-05-23,Houston,OLB,Tyus Bowser,1995-05-23,29
44860,6-1,220,1996-07-24,Oklahoma,RB,Joe Mixon,1996-07-24,28
44861,6-2,253,1994-08-12,Alabama,OLB,Ryan Anderson,1994-08-12,30
44862,6-0,199,1995-08-26,Texas A&amp;M,FS,Justin Evans,1995-08-26,29
44863,6-4,280,1994-09-30,Florida State,DE,DeMarcus Walker,1994-09-30,30
44866,6-2,242,1995-11-17,Ohio State,ILB,Raekwon McMillan,1995-11-17,29
44867,6-3,318,1994-02-28,Alabama,DT,Dalvin Tomlinson,1994-02-28,30
44869,6-3,238,1994-12-02,Vanderbilt,ILB,Zach Cunningham,1994-12-02,30
44870,6-6,320,1995-08-05,Louisiana State,C,Ethan Pocic,1995-08-05,29
44871,6-7,289,1994-06-14,Villanova,DE,Tanoh Kpassagnon,1994-06-14,30
44872,6-0,202,1995-05-24,Colorado,CB,Chidobe Awuzie,1995-05-24,29
44873,6-2,220,1994-09-20,North Carolina State,FS,Josh Jones,1994-09-20,30
44874,6-1,215,1996-11-22,Southern California,WR,JuJu Smith-Schuster,1996-11-22,28
44875,6-5,320,1994-04-26,Temple,T,Dion Dawkins,1994-04-26,30
44876,6-5,325,1994-03-18,Western Michigan,T,Taylor Moton,1994-03-18,30
44877,6-3,305,1994-06-03,North Carolina-Charlotte,DT,Larry Ogunjobi,1994-06-03,30
44878,6-2,195,1995-03-21,Colorado,CB,Ahkello Witherspoon,1995-03-21,29
44879,5-10,215,1995-07-25,Tennessee,RB,Alvin Kamara,1995-07-25,29
44880,6-3,264,1995-03-02,Illinois,DE,Dawuane Smoot,1995-03-02,29
44881,6-2,208,1993-06-15,Eastern Washington,WR,Cooper Kupp,1993-06-15,31
44882,6-3,303,1994-07-06,Ohio State,C,Pat Elflein,1994-07-06,30
44886,6-5,300,1993-08-25,Michigan,DE,Chris Wormley,1993-08-25,31
44887,6-1,230,1994-08-09,Louisiana State,ILB,Duke Riley,1994-08-09,30
44888,6-3,240,1994-09-22,Florida,ILB,Alex Anzalone,1994-09-22,30
44892,6-4,266,1994-03-18,Ohio,DE,Tarell Basham,1994-03-18,30
44893,6-0,204,1994-04-09,UCLA,CB,Fabian Moreau,1994-04-09,30
44896,6-1,209,1996-02-27,Penn State,WR,Chris Godwin,1996-02-27,28
44898,5-11,216,1995-08-06,Toledo,RB,Kareem Hunt,1995-08-06,29
44901,6-1,233,1996-04-24,Texas,RB,D'Onta Foreman,1996-04-24,28
44902,6-0,198,1995-07-20,Central Florida,CB,Shaquill Griffin,1995-07-20,29
44903,6-0,209,1995-12-19,Boston College,SS,John Johnson,1995-12-19,29
44904,5-10,195,1995-08-31,Michigan,CB,Jourdan Lewis,1995-08-31,29
44905,6-4,304,1995-07-24,Auburn,NT,Montravius Adams,1995-07-24,29
44906,5-11,188,1995-02-27,Tennessee,CB,Cameron Sutton,1995-02-27,29
44908,6-4,213,1993-11-03,Northern Illinois,WR,Kenny Golladay,1993-11-03,31
44911,6-2,209,1995-08-29,West Virginia,CB,Rasul Douglas,1995-08-29,29
44912,6-3,248,1995-08-22,Florida International,TE,Jonnu Smith,1995-08-22,29
44915,6-4,270,1994-12-05,Florida Atlantic,DE,Trey Hendrickson,1994-12-05,30
44916,6-2,215,1993-11-16,Iowa,QB,C.J. Beathard,1993-11-16,31
44917,6-1,233,1995-05-05,Pittsburgh,RB,James Conner,1995-05-05,29
44922,6-3,316,1994-07-12,Iowa,DT,Jaleel Johnson,1994-07-12,30
44925,6-0,202,1993-12-10,Alabama,FS,Eddie Jackson,1993-12-10,31
44926,6-1,220,1994-01-25,Miami,SS,Rayshawn Jenkins,1994-01-25,30
44927,5-11,240,1995-09-16,Oklahoma,RB,Samaje Perine,1995-09-16,29
44929,6-2,265,1995-06-29,Auburn,DE,Carl Lawson,1995-06-29,29
44930,6-3,196,1995-02-16,Texas A&amp;M,WR,Josh Reynolds,1995-02-16,29
44931,6-4,221,1993-09-16,North Carolina,WR,Mack Hollins,1993-09-16,31
44937,6-0,233,1995-01-31,Tennessee,OLB,Jalen Reeves-Maybin,1995-01-31,29
44938,6-3,245,1995-05-09,Eastern Washington,DE,Samson Ebukam,1995-05-09,29
44944,6-5,275,1994-07-26,Arkansas,DE,Deatrich Wise,1994-07-26,30
44947,6-0,213,1995-04-03,Brigham Young,RB,Jamaal Williams,1995-04-03,29
44949,6-4,284,1995-03-28,Oregon State,C,Sean Harlow,1995-03-28,29
44955,6-3,297,1993-12-05,Clemson,DE,Carlos Watkins,1993-12-05,31
44957,6-4,315,1993-10-20,"Albany State, Ga.",DT,Grover Stewart,1993-10-20,31
44959,6-4,250,1993-10-09,Iowa,TE,George Kittle,1993-10-09,31
44964,5-10,201,1994-12-14,Iowa,CB,Desmond King,1994-12-14,30
44968,6-0,226,1995-02-26,UCLA,OLB,Jayon Brown,1995-02-26,29
44972,6-4,335,1994-12-13,Texas A&amp;M,T,Jermaine Eluemunor,1994-12-13,30
44974,6-1,230,1995-08-08,Northwestern,MLB,Anthony Walker,1995-08-08,29
44976,6-0,223,1994-07-28,Boston College,MLB,Matt Milano,1994-07-28,30
44978,5-10,190,1995-04-03,San Diego,WR,Jamal Agnew,1995-04-03,29
44985,5-8,173,1995-04-09,Georgia,WR,Isaiah McKenzie,1995-04-09,29
44987,6-5,253,1994-05-01,Drake,TE,Eric Saubert,1994-05-01,30
44990,5-8,181,1994-04-30,Louisiana Tech,WR,Trent Taylor,1994-04-30,30
44991,6-3,311,1994-11-11,Louisiana State,NT,Davon Godchaux,1994-11-11,30
44995,5-9,208,1994-12-02,Texas-El Paso,RB,Aaron Jones,1994-12-02,30
44999,6-0,205,1995-04-19,Virginia Tech,SS,Chuck Clark,1995-04-19,29
45004,5-11,202,1995-07-26,Louisiana Tech,FS,Xavier Woods,1995-07-26,29
45005,6-2,255,1994-05-17,West Georgia,RB,Alex Armah,1994-05-17,30
45008,6-1,228,1994-12-16,Boise State,ILB,Tanner Vallejo,1994-12-16,30
45009,6-4,250,1995-03-28,Miami,DE,Al-Quadin Muhammad,1995-03-28,29
45011,6-0,321,1995-01-19,Mississippi,NT,D.J. Jones,1995-01-19,29
45012,6-4,312,1993-08-23,Wyoming,C,Chase Roullier,1993-08-23,31
45021,6-0,204,1994-11-01,Auburn,FS,Rudy Ford,1994-11-01,30
45024,6-8,305,1992-10-19,UCLA,T,Conor McDermott,1992-10-19,32
45030,6-4,307,1994-08-12,Chattanooga,C,Corey Levin,1994-08-12,30
45033,6-3,258,1994-04-08,Northwestern,DE,Ifeadi Odenigbo,1994-04-08,30
45038,6-4,280,1995-04-22,Notre Dame,DE,Isaac Rochell,1995-04-22,29
45045,6-2,229,1996-02-08,Kansas State,OLB,Elijah Lee,1996-02-08,28
45052,6-2,225,1996-01-06,Ohio State,WR,Noah Brown,1996-01-06,28
45056,6-5,320,1994-03-04,Baylor,G,Kyle Fuller,1994-03-04,30
45063,6-4,270,1993-11-01,Eastern Michigan,DE,Pat O'Connor,1993-11-01,31
45064,6-5,252,1993-11-04,Buffalo,TE,Mason Schreck,1993-11-04,31
45069,6-5,260,1994-01-27,San Diego State,C,Daniel Brunskill,1994-01-27,30
45094,6-4,232,1994-11-23,Oregon,TE,Johnny Mundt,1994-11-23,30
45102,6-2,214,1994-12-18,Old Dominion,WR,Zach Pascal,1994-12-18,30
45159,5-11,212,1995-02-26,Temple,QB,P.J. Walker,1995-02-26,29
45185,6-1,203,1995-08-04,Eastern Washington,WR,Kendrick Bourne,1995-08-04,29
45186,5-10,190,1995-02-28,Georgia Southern,RB,Matt Breida,1995-02-28,29
45203,6-5,250,1995-02-18,Louisiana State,DE,Tashawn Bower,1995-02-18,29
45215,6-1,230,1994-09-26,Cincinnati,ILB,Eric Wilson,1994-09-26,30
45217,6-3,248,1995-09-05,Nebraska,TE,Cethan Carter,1995-09-05,29
45226,6-3,345,1994-05-02,Colorado,NT,Josh Tupou,1994-05-02,30
45244,6-2,221,1990-08-23,Brigham Young,QB,Taysom Hill,1990-08-23,34
45268,6-3,311,1994-05-27,Maine,FB,Patrick Ricard,1994-05-27,30
45280,6-4,209,1993-11-18,Arkansas,WR,Cody Hollister,1993-11-18,31
45281,6-4,245,1993-11-18,Wyoming,TE,Jacob Hollister,1993-11-18,31
45287,5-9,190,1995-08-23,Valdosta State,CB,Kenny Moore,1995-08-23,29
45339,6-6,258,1994-05-04,Oregon,TE,Pharaoh Brown,1994-05-04,30
45345,6-0,225,1995-07-10,Greenville,OLB,Nicholas Morrow,1995-07-10,29
45352,6-0,240,1994-01-10,Villanova,ILB,Austin Calitro,1994-01-10,30
45355,6-2,246,1995-02-19,Harvard,TE,Anthony Firkser,1995-02-19,29
45369,6-4,210,1995-08-14,Hawaii,WR,Marcus Kemp,1995-08-14,29
45395,5-10,190,1993-07-13,Memphis,CB,Arthur Maulet,1993-07-13,31
45507,6-1,193,12/18/1994,Wyoming,WR,Tanner Gentry,1994-12-18,30
45533,6-0,231,1994-02-21,Northwestern,ILB,Joseph Jones,1994-02-21,30
45536,6-3,225,1993-11-21,Central Michigan,QB,Cooper Rush,1993-11-21,31
45550,6-6,329,1995-02-10,Massachusetts,G,Elijah Wilkinson,1995-02-10,29
45555,6-1,194,1993-04-20,Kentucky Wesleyan,WR,Keelan Cole,1993-04-20,31
45571,6-2,196,1995-01-06,Brigham Young,CB,Michael Davis,1995-01-06,29
45573,5-10,200,1995-05-17,"Western State, Colo.",RB,Austin Ekeler,1995-05-17,29
45630,6-7,317,1994-05-16,Toledo,T,Storm Norton,1994-05-16,30
45635,6-5,237,1994-04-30,Indiana State,TE,Robert Tonyan,1994-04-30,30
45643,6-0,237,1994-05-19,Missouri State,ILB,Dylan Cole,1994-05-19,30
45695,6-6,309,1994-08-19,Eastern Michigan,T,Andrew Wylie,1994-08-19,30
45719,5-10,205,1994-05-04,Wisconsin,RB,Dare Ogunbowale,1994-05-04,30
45721,6-9,325,1994-09-20,Arkansas,T,Dan Skipper,1994-09-20,30
45785,6-6,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold,1995-03-15,29
45798,6-5,307,1994-08-28,Maryland,G,Michael Dunn,1994-08-28,30
45900,6-0,200,1994-11-01,Washington State,WR,River Cracraft,1994-11-01,30
46070,6-1,215,1995-04-14,Oklahoma,QB,Baker Mayfield,1995-04-14,29
46071,5-11,233,1997-02-09,Penn State,RB,Saquon Barkley,1997-02-09,27
46073,5-11,191,1997-04-28,Ohio State,CB,Denzel Ward,1997-04-28,27
46074,6-4,275,1996-06-24,North Carolina State,OLB,Bradley Chubb,1996-06-24,28
46075,6-5,330,1996-03-19,Notre Dame,G,Quenton Nelson,1996-03-19,28
46076,6-5,237,1996-05-21,Wyoming,QB,Josh Allen,1996-05-21,28
46077,6-0,230,1997-04-08,Georgia,ILB,Roquan Smith,1997-04-08,27
46078,6-8,315,1995-01-12,Notre Dame,T,Mike McGlinchey,1995-01-12,29
46080,6-1,207,1996-11-17,Alabama,FS,Minkah Fitzpatrick,1996-11-17,28
46081,6-4,347,1995-02-05,Washington,NT,Vita Vea,1995-02-05,29
46082,6-3,320,1997-05-27,Alabama,DT,Daron Payne,1997-05-27,27
46083,6-6,265,1996-09-04,Texas-San Antonio,OLB,Marcus Davenport,1996-09-04,28
46084,6-8,325,1995-10-09,UCLA,T,Kolton Miller,1995-10-09,29
46085,6-5,250,1998-05-02,Virginia Tech,ILB,Tremaine Edmunds,1998-05-02,26
46086,6-2,215,1996-08-03,Florida State,SS,Derwin James,1996-08-03,28
46087,5-10,196,1997-02-09,Louisville,CB,Jaire Alexander,1997-02-09,27
46088,6-4,256,1996-02-08,Boise State,ILB,Leighton Vander Esch,1996-02-08,28
46089,6-5,311,1996-05-17,Arkansas,C,Frank Ragnow,1996-05-17,28
46090,6-4,312,1994-10-11,Ohio State,C,Billy Price,1994-10-11,30
46091,6-2,234,1995-11-08,Alabama,ILB,Rashaan Evans,1995-11-08,29
46092,6-2,310,1995-12-09,Georgia,G,Isaiah Wynn,1995-12-09,29
46093,5-11,215,1997-04-14,Maryland,WR,D.J. Moore,1997-04-14,27
46094,6-4,245,1993-08-24,South Carolina,TE,Hayden Hurst,1993-08-24,31
46096,5-11,220,1996-02-02,San Diego State,RB,Rashaad Penny,1996-02-02,28
46097,6-1,217,1997-01-20,Virginia Tech,FS,Terrell Edmunds,1997-01-20,27
46098,6-4,291,1996-03-11,Florida,DT,Taven Bryan,1996-03-11,28
46099,5-10,191,1997-02-11,Central Florida,CB,Mike Hughes,1997-02-11,27
46100,5-11,215,1995-02-17,Georgia,RB,Sony Michel,1995-02-17,29
46101,6-2,212,1997-01-07,Louisville,QB,Lamar Jackson,1997-01-07,27
46102,6-4,305,1995-09-05,Nevada,G,Austin Corbett,1995-09-05,29
46103,6-2,327,1995-09-02,Texas-El Paso,G,Will Hernandez,1995-09-02,29
46104,5-11,225,1995-12-27,Georgia,RB,Nick Chubb,1995-12-27,29
46105,6-2,230,1995-07-27,South Carolina State,MLB,Shaquille Leonard,1995-07-27,29
46106,6-6,315,1996-03-25,Auburn,T,Braden Smith,1996-03-25,28
46108,6-3,305,1997-09-13,Iowa,G,James Daniels,1997-09-13,27
46109,6-4,216,1995-10-10,Southern Methodist,WR,Courtland Sutton,1995-10-10,29
46111,6-6,252,1995-10-03,Penn State,TE,Mike Gesicki,1995-10-03,29
46113,6-1,195,1995-10-23,Washington,WR,Dante Pettis,1995-10-23,29
46114,6-0,196,1996-04-03,Iowa,CB,Josh Jackson,1996-04-03,28
46116,5-11,200,1996-11-18,Texas A&amp;M,WR,Christian Kirk,1996-11-18,28
46117,6-2,251,1996-12-28,Southern California,OLB,Uchenna Nwosu,1996-12-28,28
46118,6-5,256,1995-01-03,South Dakota State,TE,Dallas Goedert,1995-01-03,29
46119,6-5,298,1997-05-12,Texas,C,Connor Williams,1997-05-12,27
46121,6-5,248,1995-07-11,Rutgers,DE,Kemoko Turay,1995-07-11,29
46122,5-11,205,1995-09-16,North Carolina,SS,M.J. Stewart,1995-09-16,29
46123,6-1,200,1997-02-26,Wake Forest,FS,Jessie Bates,1997-02-26,27
46124,5-10,180,1995-11-08,Louisiana State,CB,Donte Jackson,1995-11-08,29
46127,6-0,210,1996-09-30,Colorado,CB,Isaiah Oliver,1996-09-30,28
46130,6-4,198,1996-09-23,Louisiana State,WR,D.J. Chark,1996-09-23,28
46131,6-7,297,1995-09-15,Pittsburgh,T,Brian O'Neill,1995-09-15,29
46132,6-1,206,1996-12-31,Auburn,CB,Carlton Davis,1996-12-31,28
46133,6-3,277,1995-01-30,Ohio State,DE,Tyquan Lewis,1995-01-30,29
46135,6-5,250,1995-12-10,Georgia,OLB,Lorenzo Carter,1995-12-10,29
46137,6-1,204,1997-02-15,Stanford,SS,Justin Reid,1997-02-15,27
46138,6-3,311,1995-04-20,North Carolina State,DT,B.J. Hill,1995-04-20,29
46139,6-3,236,1996-11-19,Brigham Young,ILB,Fred Warner,1996-11-19,28
46141,6-4,315,1993-10-09,Fort Hays State,DT,Nathan Shepherd,1993-10-09,31
46142,6-2,225,1996-12-25,Ohio State,ILB,Jerome Baker,1996-12-25,28
46143,6-6,315,1996-09-10,Louisville,T,Geron Christian,1996-09-10,28
46144,6-1,310,1996-05-09,Florida State,DT,Derrick Nnadi,1996-05-09,28
46146,6-5,265,1995-06-29,Ohio State,DE,Sam Hubbard,1995-06-29,29
46148,6-4,279,1997-05-15,Southern California,DE,Rasheem Green,1997-05-15,27
46150,6-1,200,1996-03-04,Colorado State,WR,Michael Gallup,1996-03-04,28
46151,6-1,210,1995-02-01,Louisiana-Lafayette,FS,Tracy Walker,1995-02-01,29
46152,6-8,345,1996-05-02,Oklahoma,T,Orlando Brown,1996-05-02,28
46153,6-3,309,1996-08-28,North Carolina State,DT,Justin Jones,1996-08-28,28
46155,6-5,255,1995-09-06,Oklahoma,TE,Mark Andrews,1995-09-06,29
46156,6-5,240,1996-05-03,Louisiana State,OLB,Arden Key,1996-05-03,28
46157,6-3,233,1995-03-21,Vanderbilt,OLB,Oren Burks,1995-03-21,29
46158,6-5,321,1995-06-19,Texas Christian,T,Joseph Noteboom,1995-06-19,29
46159,6-1,305,1994-07-22,South Florida,DT,Deadrin Senat,1994-07-22,30
46160,6-2,210,1996-01-07,Central Florida,WR,Tre'Quan Smith,1996-01-07,28
46161,6-6,320,1997-08-08,Western Michigan,T,Chukwuma Okorafor,1997-08-08,27
46162,6-3,214,1997-04-18,Alabama,DB,Ronnie Harrison,1997-04-18,27
46163,6-6,305,1995-01-27,Humboldt State,G,Alex Cappa,1995-01-27,29
46164,6-2,200,1996-08-16,Southern Mississippi,SS,Tarvarius Moore,1996-08-16,28
46165,6-3,307,1996-01-25,Stanford,DT,Harrison Phillips,1996-01-25,28
46166,6-5,292,1996-03-28,Michigan,C,Mason Cole,1996-03-28,28
46167,6-4,243,1992-04-19,Central Florida,TE,Jordan Akins,1992-04-19,32
46168,6-1,190,1996-02-20,Boston College,CB,Isaac Yiadom,1996-02-20,28
46170,6-3,260,1996-06-06,Indiana,TE,Ian Thomas,1996-06-06,28
46172,5-11,180,1997-01-14,Texas Tech,WR,Keke Coutee,1997-01-14,27
46173,5-9,198,1996-11-12,North Carolina State,RB,Nyheim Hines,1996-11-12,28
46175,6-1,236,1994-12-25,Iowa,ILB,Josey Jewell,1994-12-25,30
46180,6-2,302,1995-10-11,Michigan State,C,Brian Allen,1995-10-11,29
46183,6-3,297,1995-11-14,Alabama,DE,Da'Shawn Hand,1995-11-14,29
46185,6-4,255,1997-06-10,Kansas,DE,Dorance Armstrong,1997-06-10,27
46186,5-10,198,1997-03-18,Pittsburgh,SS,Jordan Whitehead,1997-03-18,27
46187,5-11,178,1994-11-30,Alabama,CB,Anthony Averett,1994-11-30,30
46188,6-2,216,1996-03-24,West Virginia,ILB,Kyzir White,1996-03-24,28
46189,6-4,267,1996-07-08,Washington,TE,Will Dissly,1996-07-08,28
